Date,Day_Month,Quarter,Season
5/8/13,8-May,Q2,Spring
5/9/13,9-May,Q2,Spring
5/11/13,11-May,Q2,Spring
5/12/13,12-May,Q2,Spring
5/13/13,13-May,Q2,Spring
5/14/13,14-May,Q2,Spring
5/15/13,15-May,Q2,Spring
5/16/13,16-May,Q2,Spring
5/17/13,17-May,Q2,Spring
5/20/13,20-May,Q2,Spring
5/21/13,21-May,Q2,Spring
5/22/13,22-May,Q2,Spring
5/23/13,23-May,Q2,Spring
5/24/13,24-May,Q2,Spring
5/28/13,28-May,Q2,Spring
5/29/13,29-May,Q2,Spring
5/30/13,30-May,Q2,Spring
5/31/13,31-May,Q2,Spring
6/2/13,2-Jun,Q2,Summer
6/3/13,3-Jun,Q2,Summer
6/5/13,5-Jun,Q2,Summer
6/6/13,6-Jun,Q2,Summer
6/8/13,8-Jun,Q2,Summer
6/9/13,9-Jun,Q2,Summer
6/11/13,11-Jun,Q2,Summer
6/12/13,12-Jun,Q2,Summer
6/13/13,13-Jun,Q2,Summer
6/14/13,14-Jun,Q2,Summer
6/17/13,17-Jun,Q2,Summer
6/18/13,18-Jun,Q2,Summer
6/19/13,19-Jun,Q2,Summer
6/20/13,20-Jun,Q2,Summer
6/21/13,21-Jun,Q2,Summer
6/24/13,24-Jun,Q2,Summer
6/25/13,25-Jun,Q2,Summer
6/26/13,26-Jun,Q2,Summer
6/27/13,27-Jun,Q2,Summer
6/28/13,28-Jun,Q2,Summer
7/1/13,1-Jul,Q3,Summer
7/2/13,2-Jul,Q3,Summer
7/3/13,3-Jul,Q3,Summer
7/5/13,5-Jul,Q3,Summer
7/6/13,6-Jul,Q3,Summer
7/8/13,8-Jul,Q3,Summer
7/10/13,10-Jul,Q3,Summer
7/11/13,11-Jul,Q3,Summer
7/15/13,15-Jul,Q3,Summer
7/16/13,16-Jul,Q3,Summer
7/17/13,17-Jul,Q3,Summer
7/18/13,18-Jul,Q3,Summer
7/19/13,19-Jul,Q3,Summer
7/22/13,22-Jul,Q3,Summer
7/23/13,23-Jul,Q3,Summer
7/24/13,24-Jul,Q3,Summer
7/25/13,25-Jul,Q3,Summer
7/26/13,26-Jul,Q3,Summer
7/29/13,29-Jul,Q3,Summer
7/30/13,30-Jul,Q3,Summer
7/31/13,31-Jul,Q3,Summer
8/1/13,1-Aug,Q3,Summer
8/2/13,2-Aug,Q3,Summer
8/3/13,3-Aug,Q3,Summer
8/4/13,4-Aug,Q3,Summer
8/5/13,5-Aug,Q3,Summer
8/7/13,7-Aug,Q3,Summer
8/8/13,8-Aug,Q3,Summer
8/10/13,10-Aug,Q3,Summer
8/11/13,11-Aug,Q3,Summer
8/13/13,13-Aug,Q3,Summer
8/14/13,14-Aug,Q3,Summer
8/15/13,15-Aug,Q3,Summer
8/16/13,16-Aug,Q3,Summer
8/19/13,19-Aug,Q3,Summer
8/20/13,20-Aug,Q3,Summer
8/21/13,21-Aug,Q3,Summer
8/22/13,22-Aug,Q3,Summer
8/23/13,23-Aug,Q3,Summer
8/26/13,26-Aug,Q3,Summer
8/27/13,27-Aug,Q3,Summer
8/28/13,28-Aug,Q3,Summer
8/29/13,29-Aug,Q3,Summer
8/30/13,30-Aug,Q3,Summer
9/1/13,1-Sep,Q3,Fall
9/4/13,4-Sep,Q3,Fall
9/5/13,5-Sep,Q3,Fall
9/7/13,7-Sep,Q3,Fall
9/8/13,8-Sep,Q3,Fall
9/9/13,9-Sep,Q3,Fall
9/10/13,10-Sep,Q3,Fall
9/12/13,12-Sep,Q3,Fall
9/13/13,13-Sep,Q3,Fall
9/16/13,16-Sep,Q3,Fall
9/17/13,17-Sep,Q3,Fall
9/18/13,18-Sep,Q3,Fall
9/19/13,19-Sep,Q3,Fall
9/20/13,20-Sep,Q3,Fall
9/23/13,23-Sep,Q3,Fall
9/24/13,24-Sep,Q3,Fall
9/25/13,25-Sep,Q3,Fall
9/26/13,26-Sep,Q3,Fall
9/27/13,27-Sep,Q3,Fall
9/30/13,30-Sep,Q3,Fall
10/1/13,1-Oct,Q4,Fall
10/4/13,4-Oct,Q4,Fall
10/5/13,5-Oct,Q4,Fall
10/6/13,6-Oct,Q4,Fall
10/7/13,7-Oct,Q4,Fall
10/9/13,9-Oct,Q4,Fall
10/10/13,10-Oct,Q4,Fall
10/12/13,12-Oct,Q4,Fall
10/14/13,14-Oct,Q4,Fall
10/15/13,15-Oct,Q4,Fall
10/16/13,16-Oct,Q4,Fall
10/17/13,17-Oct,Q4,Fall
10/18/13,18-Oct,Q4,Fall
10/21/13,21-Oct,Q4,Fall
10/22/13,22-Oct,Q4,Fall
10/23/13,23-Oct,Q4,Fall
10/24/13,24-Oct,Q4,Fall
10/25/13,25-Oct,Q4,Fall
10/28/13,28-Oct,Q4,Fall
10/29/13,29-Oct,Q4,Fall
10/30/13,30-Oct,Q4,Fall
10/31/13,31-Oct,Q4,Fall
11/1/13,1-Nov,Q4,Fall
11/2/13,2-Nov,Q4,Fall
11/3/13,3-Nov,Q4,Fall
11/4/13,4-Nov,Q4,Fall
11/6/13,6-Nov,Q4,Fall
11/7/13,7-Nov,Q4,Fall
11/9/13,9-Nov,Q4,Fall
11/10/13,10-Nov,Q4,Fall
11/11/13,11-Nov,Q4,Fall
11/12/13,12-Nov,Q4,Fall
11/13/13,13-Nov,Q4,Fall
11/14/13,14-Nov,Q4,Fall
11/15/13,15-Nov,Q4,Fall
11/18/13,18-Nov,Q4,Fall
11/19/13,19-Nov,Q4,Fall
11/20/13,20-Nov,Q4,Fall
11/21/13,21-Nov,Q4,Fall
11/22/13,22-Nov,Q4,Fall
11/25/13,25-Nov,Q4,Fall
11/26/13,26-Nov,Q4,Fall
11/27/13,27-Nov,Q4,Fall
11/29/13,29-Nov,Q4,Fall
12/2/13,2-Dec,Q4,Winter
12/3/13,3-Dec,Q4,Winter
12/4/13,4-Dec,Q4,Winter
12/6/13,6-Dec,Q4,Winter
12/7/13,7-Dec,Q4,Winter
12/8/13,8-Dec,Q4,Winter
12/9/13,9-Dec,Q4,Winter
12/11/13,11-Dec,Q4,Winter
12/12/13,12-Dec,Q4,Winter
12/13/13,13-Dec,Q4,Winter
12/16/13,16-Dec,Q4,Winter
12/17/13,17-Dec,Q4,Winter
12/18/13,18-Dec,Q4,Winter
12/19/13,19-Dec,Q4,Winter
12/20/13,20-Dec,Q4,Winter
12/23/13,23-Dec,Q4,Winter
12/24/13,24-Dec,Q4,Winter
12/26/13,26-Dec,Q4,Winter
12/27/13,27-Dec,Q4,Winter
12/30/13,30-Dec,Q4,Winter
12/31/13,31-Dec,Q4,Winter
1/4/14,4-Jan,Q1,Winter
1/5/14,5-Jan,Q1,Winter
1/7/14,7-Jan,Q1,Winter
1/8/14,8-Jan,Q1,Winter
1/10/14,10-Jan,Q1,Winter
1/12/14,12-Jan,Q1,Winter
1/13/14,13-Jan,Q1,Winter
1/14/14,14-Jan,Q1,Winter
1/15/14,15-Jan,Q1,Winter
1/16/14,16-Jan,Q1,Winter
1/17/14,17-Jan,Q1,Winter
1/21/14,21-Jan,Q1,Winter
1/22/14,22-Jan,Q1,Winter
1/23/14,23-Jan,Q1,Winter
1/24/14,24-Jan,Q1,Winter
1/27/14,27-Jan,Q1,Winter
1/28/14,28-Jan,Q1,Winter
1/29/14,29-Jan,Q1,Winter
1/30/14,30-Jan,Q1,Winter
1/31/14,31-Jan,Q1,Winter
2/1/14,1-Feb,Q1,Winter
2/4/14,4-Feb,Q1,Winter
2/5/14,5-Feb,Q1,Winter
2/6/14,6-Feb,Q1,Winter
2/7/14,7-Feb,Q1,Winter
2/9/14,9-Feb,Q1,Winter
2/10/14,10-Feb,Q1,Winter
2/12/14,12-Feb,Q1,Winter
2/13/14,13-Feb,Q1,Winter
2/14/14,14-Feb,Q1,Winter
2/18/14,18-Feb,Q1,Winter
2/19/14,19-Feb,Q1,Winter
2/20/14,20-Feb,Q1,Winter
2/21/14,21-Feb,Q1,Winter
2/24/14,24-Feb,Q1,Winter
2/25/14,25-Feb,Q1,Winter
2/26/14,26-Feb,Q1,Winter
2/27/14,27-Feb,Q1,Winter
2/28/14,28-Feb,Q1,Winter
3/1/14,1-Mar,Q1,Spring
3/2/14,2-Mar,Q1,Spring
3/3/14,3-Mar,Q1,Spring
3/4/14,4-Mar,Q1,Spring
3/6/14,6-Mar,Q1,Spring
3/7/14,7-Mar,Q1,Spring
3/9/14,9-Mar,Q1,Spring
3/10/14,10-Mar,Q1,Spring
3/11/14,11-Mar,Q1,Spring
3/12/14,12-Mar,Q1,Spring
3/13/14,13-Mar,Q1,Spring
3/14/14,14-Mar,Q1,Spring
3/17/14,17-Mar,Q1,Spring
3/18/14,18-Mar,Q1,Spring
3/19/14,19-Mar,Q1,Spring
3/20/14,20-Mar,Q1,Spring
3/21/14,21-Mar,Q1,Spring
3/24/14,24-Mar,Q1,Spring
3/25/14,25-Mar,Q1,Spring
3/26/14,26-Mar,Q1,Spring
3/27/14,27-Mar,Q1,Spring
3/28/14,28-Mar,Q1,Spring
3/31/14,31-Mar,Q1,Spring
4/2/14,2-Apr,Q2,Spring
4/3/14,3-Apr,Q2,Spring
4/4/14,4-Apr,Q2,Spring
4/6/14,6-Apr,Q2,Spring
4/8/14,8-Apr,Q2,Spring
4/9/14,9-Apr,Q2,Spring
4/11/14,11-Apr,Q2,Spring
4/12/14,12-Apr,Q2,Spring
4/14/14,14-Apr,Q2,Spring
4/15/14,15-Apr,Q2,Spring
4/16/14,16-Apr,Q2,Spring
4/17/14,17-Apr,Q2,Spring
4/21/14,21-Apr,Q2,Spring
4/22/14,22-Apr,Q2,Spring
4/23/14,23-Apr,Q2,Spring
4/24/14,24-Apr,Q2,Spring
4/25/14,25-Apr,Q2,Spring
4/28/14,28-Apr,Q2,Spring
4/29/14,29-Apr,Q2,Spring
4/30/14,30-Apr,Q2,Spring
5/2/14,2-May,Q2,Spring
5/3/14,3-May,Q2,Spring
5/5/14,5-May,Q2,Spring
5/6/14,6-May,Q2,Spring
5/8/14,8-May,Q2,Spring
5/9/14,9-May,Q2,Spring
5/11/14,11-May,Q2,Spring
5/12/14,12-May,Q2,Spring
5/13/14,13-May,Q2,Spring
5/14/14,14-May,Q2,Spring
5/15/14,15-May,Q2,Spring
5/16/14,16-May,Q2,Spring
5/19/14,19-May,Q2,Spring
5/20/14,20-May,Q2,Spring
5/21/14,21-May,Q2,Spring
5/22/14,22-May,Q2,Spring
5/23/14,23-May,Q2,Spring
5/27/14,27-May,Q2,Spring
5/28/14,28-May,Q2,Spring
5/29/14,29-May,Q2,Spring
5/30/14,30-May,Q2,Spring
6/1/14,1-Jun,Q2,Summer
6/2/14,2-Jun,Q2,Summer
6/3/14,3-Jun,Q2,Summer
6/5/14,5-Jun,Q2,Summer
6/6/14,6-Jun,Q2,Summer
6/8/14,8-Jun,Q2,Summer
6/10/14,10-Jun,Q2,Summer
6/11/14,11-Jun,Q2,Summer
6/13/14,13-Jun,Q2,Summer
6/16/14,16-Jun,Q2,Summer
6/17/14,17-Jun,Q2,Summer
6/18/14,18-Jun,Q2,Summer
6/19/14,19-Jun,Q2,Summer
6/20/14,20-Jun,Q2,Summer
6/23/14,23-Jun,Q2,Summer
6/24/14,24-Jun,Q2,Summer
6/25/14,25-Jun,Q2,Summer
6/26/14,26-Jun,Q2,Summer
6/27/14,27-Jun,Q2,Summer
6/30/14,30-Jun,Q2,Summer
7/1/14,1-Jul,Q3,Summer
7/2/14,2-Jul,Q3,Summer
7/3/14,3-Jul,Q3,Summer
7/4/14,4-Jul,Q3,Summer
7/5/14,5-Jul,Q3,Summer
7/7/14,7-Jul,Q3,Summer
7/8/14,8-Jul,Q3,Summer
7/10/14,10-Jul,Q3,Summer
7/11/14,11-Jul,Q3,Summer
7/14/14,14-Jul,Q3,Summer
7/15/14,15-Jul,Q3,Summer
7/16/14,16-Jul,Q3,Summer
7/17/14,17-Jul,Q3,Summer
7/18/14,18-Jul,Q3,Summer
7/21/14,21-Jul,Q3,Summer
7/22/14,22-Jul,Q3,Summer
7/23/14,23-Jul,Q3,Summer
7/24/14,24-Jul,Q3,Summer
7/25/14,25-Jul,Q3,Summer
7/28/14,28-Jul,Q3,Summer
7/29/14,29-Jul,Q3,Summer
7/30/14,30-Jul,Q3,Summer
7/31/14,31-Jul,Q3,Summer
8/1/14,1-Aug,Q3,Summer
8/4/14,4-Aug,Q3,Summer
8/5/14,5-Aug,Q3,Summer
8/7/14,7-Aug,Q3,Summer
8/8/14,8-Aug,Q3,Summer
8/9/14,9-Aug,Q3,Summer
8/10/14,10-Aug,Q3,Summer
8/12/14,12-Aug,Q3,Summer
8/13/14,13-Aug,Q3,Summer
8/14/14,14-Aug,Q3,Summer
8/15/14,15-Aug,Q3,Summer
8/18/14,18-Aug,Q3,Summer
8/19/14,19-Aug,Q3,Summer
8/20/14,20-Aug,Q3,Summer
8/21/14,21-Aug,Q3,Summer
8/22/14,22-Aug,Q3,Summer
8/25/14,25-Aug,Q3,Summer
8/26/14,26-Aug,Q3,Summer
8/27/14,27-Aug,Q3,Summer
8/28/14,28-Aug,Q3,Summer
8/29/14,29-Aug,Q3,Summer
9/1/14,1-Sep,Q3,Fall
9/4/14,4-Sep,Q3,Fall
9/5/14,5-Sep,Q3,Fall
9/6/14,6-Sep,Q3,Fall
9/7/14,7-Sep,Q3,Fall
9/9/14,9-Sep,Q3,Fall
9/10/14,10-Sep,Q3,Fall
9/12/14,12-Sep,Q3,Fall
9/15/14,15-Sep,Q3,Fall
9/16/14,16-Sep,Q3,Fall
9/17/14,17-Sep,Q3,Fall
9/18/14,18-Sep,Q3,Fall
9/19/14,19-Sep,Q3,Fall
9/22/14,22-Sep,Q3,Fall
9/23/14,23-Sep,Q3,Fall
9/24/14,24-Sep,Q3,Fall
9/25/14,25-Sep,Q3,Fall
9/26/14,26-Sep,Q3,Fall
9/29/14,29-Sep,Q3,Fall
9/30/14,30-Sep,Q3,Fall
10/1/14,1-Oct,Q4,Fall
10/2/14,2-Oct,Q4,Fall
10/3/14,3-Oct,Q4,Fall
10/4/14,4-Oct,Q4,Fall
10/6/14,6-Oct,Q4,Fall
10/7/14,7-Oct,Q4,Fall
10/9/14,9-Oct,Q4,Fall
10/10/14,10-Oct,Q4,Fall
10/11/14,11-Oct,Q4,Fall
10/12/14,12-Oct,Q4,Fall
10/13/14,13-Oct,Q4,Fall
10/14/14,14-Oct,Q4,Fall
10/15/14,15-Oct,Q4,Fall
10/16/14,16-Oct,Q4,Fall
10/17/14,17-Oct,Q4,Fall
10/20/14,20-Oct,Q4,Fall
10/21/14,21-Oct,Q4,Fall
10/22/14,22-Oct,Q4,Fall
10/23/14,23-Oct,Q4,Fall
10/24/14,24-Oct,Q4,Fall
10/27/14,27-Oct,Q4,Fall
10/28/14,28-Oct,Q4,Fall
10/29/14,29-Oct,Q4,Fall
10/30/14,30-Oct,Q4,Fall
10/31/14,31-Oct,Q4,Fall
11/2/14,2-Nov,Q4,Fall
11/3/14,3-Nov,Q4,Fall
11/4/14,4-Nov,Q4,Fall
11/6/14,6-Nov,Q4,Fall
11/7/14,7-Nov,Q4,Fall
11/8/14,8-Nov,Q4,Fall
11/9/14,9-Nov,Q4,Fall
11/11/14,11-Nov,Q4,Fall
11/12/14,12-Nov,Q4,Fall
11/13/14,13-Nov,Q4,Fall
11/14/14,14-Nov,Q4,Fall
11/17/14,17-Nov,Q4,Fall
11/18/14,18-Nov,Q4,Fall
11/19/14,19-Nov,Q4,Fall
11/20/14,20-Nov,Q4,Fall
11/21/14,21-Nov,Q4,Fall
11/24/14,24-Nov,Q4,Fall
11/25/14,25-Nov,Q4,Fall
11/26/14,26-Nov,Q4,Fall
11/28/14,28-Nov,Q4,Fall
12/2/14,2-Dec,Q4,Winter
12/3/14,3-Dec,Q4,Winter
12/5/14,5-Dec,Q4,Winter
12/6/14,6-Dec,Q4,Winter
12/8/14,8-Dec,Q4,Winter
12/9/14,9-Dec,Q4,Winter
12/11/14,11-Dec,Q4,Winter
12/12/14,12-Dec,Q4,Winter
12/15/14,15-Dec,Q4,Winter
12/16/14,16-Dec,Q4,Winter
12/17/14,17-Dec,Q4,Winter
12/18/14,18-Dec,Q4,Winter
12/19/14,19-Dec,Q4,Winter
12/22/14,22-Dec,Q4,Winter
12/23/14,23-Dec,Q4,Winter
12/24/14,24-Dec,Q4,Winter
12/26/14,26-Dec,Q4,Winter
12/29/14,29-Dec,Q4,Winter
12/30/14,30-Dec,Q4,Winter
12/31/14,31-Dec,Q4,Winter
1/4/15,4-Jan,Q1,Winter
1/5/15,5-Jan,Q1,Winter
1/6/15,6-Jan,Q1,Winter
1/7/15,7-Jan,Q1,Winter
1/9/15,9-Jan,Q1,Winter
1/10/15,10-Jan,Q1,Winter
1/12/15,12-Jan,Q1,Winter
1/13/15,13-Jan,Q1,Winter
1/14/15,14-Jan,Q1,Winter
1/15/15,15-Jan,Q1,Winter
1/16/15,16-Jan,Q1,Winter
1/20/15,20-Jan,Q1,Winter
1/21/15,21-Jan,Q1,Winter
1/22/15,22-Jan,Q1,Winter
1/23/15,23-Jan,Q1,Winter
1/26/15,26-Jan,Q1,Winter
1/27/15,27-Jan,Q1,Winter
1/28/15,28-Jan,Q1,Winter
1/29/15,29-Jan,Q1,Winter
1/30/15,30-Jan,Q1,Winter
2/1/15,1-Feb,Q1,Winter
2/2/15,2-Feb,Q1,Winter
2/3/15,3-Feb,Q1,Winter
2/4/15,4-Feb,Q1,Winter
2/6/15,6-Feb,Q1,Winter
2/7/15,7-Feb,Q1,Winter
2/9/15,9-Feb,Q1,Winter
2/10/15,10-Feb,Q1,Winter
2/11/15,11-Feb,Q1,Winter
2/12/15,12-Feb,Q1,Winter
2/13/15,13-Feb,Q1,Winter
2/17/15,17-Feb,Q1,Winter
2/18/15,18-Feb,Q1,Winter
2/19/15,19-Feb,Q1,Winter
2/20/15,20-Feb,Q1,Winter
2/23/15,23-Feb,Q1,Winter
2/24/15,24-Feb,Q1,Winter
2/25/15,25-Feb,Q1,Winter
2/26/15,26-Feb,Q1,Winter
2/27/15,27-Feb,Q1,Winter
3/2/15,2-Mar,Q1,Spring
3/3/15,3-Mar,Q1,Spring
3/6/15,6-Mar,Q1,Spring
3/8/15,8-Mar,Q1,Spring
3/9/15,9-Mar,Q1,Spring
3/11/15,11-Mar,Q1,Spring
3/12/15,12-Mar,Q1,Spring
3/13/15,13-Mar,Q1,Spring
3/16/15,16-Mar,Q1,Spring
3/17/15,17-Mar,Q1,Spring
3/18/15,18-Mar,Q1,Spring
3/19/15,19-Mar,Q1,Spring
3/20/15,20-Mar,Q1,Spring
3/23/15,23-Mar,Q1,Spring
3/24/15,24-Mar,Q1,Spring
3/25/15,25-Mar,Q1,Spring
3/26/15,26-Mar,Q1,Spring
3/27/15,27-Mar,Q1,Spring
3/30/15,30-Mar,Q1,Spring
3/31/15,31-Mar,Q1,Spring
4/2/15,2-Apr,Q2,Spring
4/3/15,3-Apr,Q2,Spring
4/5/15,5-Apr,Q2,Spring
4/6/15,6-Apr,Q2,Spring
4/8/15,8-Apr,Q2,Spring
4/9/15,9-Apr,Q2,Spring
4/11/15,11-Apr,Q2,Spring
4/12/15,12-Apr,Q2,Spring
4/13/15,13-Apr,Q2,Spring
4/14/15,14-Apr,Q2,Spring
4/15/15,15-Apr,Q2,Spring
4/16/15,16-Apr,Q2,Spring
4/17/15,17-Apr,Q2,Spring
4/20/15,20-Apr,Q2,Spring
4/21/15,21-Apr,Q2,Spring
4/22/15,22-Apr,Q2,Spring
4/23/15,23-Apr,Q2,Spring
4/24/15,24-Apr,Q2,Spring
4/27/15,27-Apr,Q2,Spring
4/28/15,28-Apr,Q2,Spring
4/29/15,29-Apr,Q2,Spring
4/30/15,30-Apr,Q2,Spring
5/1/15,1-May,Q2,Spring
5/2/15,2-May,Q2,Spring
5/3/15,3-May,Q2,Spring
5/5/15,5-May,Q2,Spring
5/6/15,6-May,Q2,Spring
5/8/15,8-May,Q2,Spring
5/10/15,10-May,Q2,Spring
5/11/15,11-May,Q2,Spring
5/13/15,13-May,Q2,Spring
5/14/15,14-May,Q2,Spring
5/15/15,15-May,Q2,Spring
5/18/15,18-May,Q2,Spring
5/19/15,19-May,Q2,Spring
5/20/15,20-May,Q2,Spring
5/21/15,21-May,Q2,Spring
5/22/15,22-May,Q2,Spring
5/26/15,26-May,Q2,Spring
5/27/15,27-May,Q2,Spring
5/28/15,28-May,Q2,Spring
5/29/15,29-May,Q2,Spring
6/1/15,1-Jun,Q2,Summer
6/2/15,2-Jun,Q2,Summer
6/3/15,3-Jun,Q2,Summer
6/4/15,4-Jun,Q2,Summer
6/5/15,5-Jun,Q2,Summer
6/7/15,7-Jun,Q2,Summer
6/8/15,8-Jun,Q2,Summer
6/10/15,10-Jun,Q2,Summer
6/11/15,11-Jun,Q2,Summer
6/15/15,15-Jun,Q2,Summer
6/16/15,16-Jun,Q2,Summer
6/17/15,17-Jun,Q2,Summer
6/18/15,18-Jun,Q2,Summer
6/19/15,19-Jun,Q2,Summer
6/22/15,22-Jun,Q2,Summer
6/23/15,23-Jun,Q2,Summer
6/24/15,24-Jun,Q2,Summer
6/25/15,25-Jun,Q2,Summer
6/26/15,26-Jun,Q2,Summer
6/29/15,29-Jun,Q2,Summer
6/30/15,30-Jun,Q2,Summer
7/1/15,1-Jul,Q3,Summer
7/4/15,4-Jul,Q3,Summer
7/5/15,5-Jul,Q3,Summer
7/7/15,7-Jul,Q3,Summer
7/8/15,8-Jul,Q3,Summer
7/10/15,10-Jul,Q3,Summer
7/12/15,12-Jul,Q3,Summer
7/13/15,13-Jul,Q3,Summer
7/14/15,14-Jul,Q3,Summer
7/15/15,15-Jul,Q3,Summer
7/16/15,16-Jul,Q3,Summer
7/17/15,17-Jul,Q3,Summer
7/20/15,20-Jul,Q3,Summer
7/21/15,21-Jul,Q3,Summer
7/22/15,22-Jul,Q3,Summer
7/23/15,23-Jul,Q3,Summer
7/24/15,24-Jul,Q3,Summer
7/27/15,27-Jul,Q3,Summer
7/28/15,28-Jul,Q3,Summer
7/29/15,29-Jul,Q3,Summer
7/30/15,30-Jul,Q3,Summer
7/31/15,31-Jul,Q3,Summer
8/1/15,1-Aug,Q3,Summer
8/4/15,4-Aug,Q3,Summer
8/5/15,5-Aug,Q3,Summer
8/6/15,6-Aug,Q3,Summer
8/7/15,7-Aug,Q3,Summer
8/9/15,9-Aug,Q3,Summer
8/10/15,10-Aug,Q3,Summer
8/12/15,12-Aug,Q3,Summer
8/13/15,13-Aug,Q3,Summer
8/14/15,14-Aug,Q3,Summer
8/17/15,17-Aug,Q3,Summer
8/18/15,18-Aug,Q3,Summer
8/19/15,19-Aug,Q3,Summer
8/20/15,20-Aug,Q3,Summer
8/21/15,21-Aug,Q3,Summer
8/24/15,24-Aug,Q3,Summer
8/25/15,25-Aug,Q3,Summer
8/26/15,26-Aug,Q3,Summer
8/27/15,27-Aug,Q3,Summer
8/28/15,28-Aug,Q3,Summer
8/31/15,31-Aug,Q3,Summer
9/1/15,1-Sep,Q3,Fall
9/2/15,2-Sep,Q3,Fall
9/3/15,3-Sep,Q3,Fall
9/4/15,4-Sep,Q3,Fall
9/6/15,6-Sep,Q3,Fall
9/7/15,7-Sep,Q3,Fall
9/9/15,9-Sep,Q3,Fall
9/10/15,10-Sep,Q3,Fall
9/11/15,11-Sep,Q3,Fall
9/12/15,12-Sep,Q3,Fall
9/14/15,14-Sep,Q3,Fall
9/15/15,15-Sep,Q3,Fall
9/16/15,16-Sep,Q3,Fall
9/17/15,17-Sep,Q3,Fall
9/18/15,18-Sep,Q3,Fall
9/21/15,21-Sep,Q3,Fall
9/22/15,22-Sep,Q3,Fall
9/23/15,23-Sep,Q3,Fall
9/24/15,24-Sep,Q3,Fall
9/25/15,25-Sep,Q3,Fall
9/28/15,28-Sep,Q3,Fall
9/29/15,29-Sep,Q3,Fall
9/30/15,30-Sep,Q3,Fall
10/2/15,2-Oct,Q4,Fall
10/3/15,3-Oct,Q4,Fall
10/4/15,4-Oct,Q4,Fall
10/6/15,6-Oct,Q4,Fall
10/7/15,7-Oct,Q4,Fall
10/8/15,8-Oct,Q4,Fall
10/9/15,9-Oct,Q4,Fall
10/11/15,11-Oct,Q4,Fall
10/12/15,12-Oct,Q4,Fall
10/13/15,13-Oct,Q4,Fall
10/14/15,14-Oct,Q4,Fall
10/15/15,15-Oct,Q4,Fall
10/16/15,16-Oct,Q4,Fall
10/19/15,19-Oct,Q4,Fall
10/20/15,20-Oct,Q4,Fall
10/21/15,21-Oct,Q4,Fall
10/22/15,22-Oct,Q4,Fall
10/23/15,23-Oct,Q4,Fall
10/26/15,26-Oct,Q4,Fall
10/27/15,27-Oct,Q4,Fall
10/28/15,28-Oct,Q4,Fall
10/29/15,29-Oct,Q4,Fall
10/30/15,30-Oct,Q4,Fall
11/2/15,2-Nov,Q4,Fall
11/3/15,3-Nov,Q4,Fall
11/5/15,5-Nov,Q4,Fall
11/6/15,6-Nov,Q4,Fall
11/8/15,8-Nov,Q4,Fall
11/9/15,9-Nov,Q4,Fall
11/11/15,11-Nov,Q4,Fall
11/12/15,12-Nov,Q4,Fall
11/13/15,13-Nov,Q4,Fall
11/16/15,16-Nov,Q4,Fall
11/17/15,17-Nov,Q4,Fall
11/18/15,18-Nov,Q4,Fall
11/19/15,19-Nov,Q4,Fall
11/20/15,20-Nov,Q4,Fall
11/23/15,23-Nov,Q4,Fall
11/24/15,24-Nov,Q4,Fall
11/25/15,25-Nov,Q4,Fall
11/27/15,27-Nov,Q4,Fall
11/30/15,30-Nov,Q4,Fall
12/1/15,1-Dec,Q4,Winter
12/2/15,2-Dec,Q4,Winter
12/3/15,3-Dec,Q4,Winter
12/5/15,5-Dec,Q4,Winter
12/6/15,6-Dec,Q4,Winter
12/8/15,8-Dec,Q4,Winter
12/10/15,10-Dec,Q4,Winter
12/11/15,11-Dec,Q4,Winter
12/14/15,14-Dec,Q4,Winter
12/15/15,15-Dec,Q4,Winter
12/16/15,16-Dec,Q4,Winter
12/17/15,17-Dec,Q4,Winter
12/18/15,18-Dec,Q4,Winter
12/21/15,21-Dec,Q4,Winter
12/22/15,22-Dec,Q4,Winter
12/23/15,23-Dec,Q4,Winter
12/24/15,24-Dec,Q4,Winter
12/28/15,28-Dec,Q4,Winter
12/29/15,29-Dec,Q4,Winter
12/30/15,30-Dec,Q4,Winter
12/31/15,31-Dec,Q4,Winter
1/2/16,2-Jan,Q1,Winter
1/3/16,3-Jan,Q1,Winter
1/4/16,4-Jan,Q1,Winter
1/6/16,6-Jan,Q1,Winter
1/7/16,7-Jan,Q1,Winter
1/8/16,8-Jan,Q1,Winter
1/9/16,9-Jan,Q1,Winter
1/11/16,11-Jan,Q1,Winter
1/12/16,12-Jan,Q1,Winter
1/13/16,13-Jan,Q1,Winter
1/14/16,14-Jan,Q1,Winter
1/15/16,15-Jan,Q1,Winter
1/19/16,19-Jan,Q1,Winter
1/20/16,20-Jan,Q1,Winter
1/21/16,21-Jan,Q1,Winter
1/22/16,22-Jan,Q1,Winter
1/25/16,25-Jan,Q1,Winter
1/26/16,26-Jan,Q1,Winter
1/27/16,27-Jan,Q1,Winter
1/28/16,28-Jan,Q1,Winter
1/29/16,29-Jan,Q1,Winter
2/2/16,2-Feb,Q1,Winter
2/3/16,3-Feb,Q1,Winter
2/5/16,5-Feb,Q1,Winter
2/6/16,6-Feb,Q1,Winter
2/8/16,8-Feb,Q1,Winter
2/9/16,9-Feb,Q1,Winter
2/11/16,11-Feb,Q1,Winter
2/12/16,12-Feb,Q1,Winter
2/16/16,16-Feb,Q1,Winter
2/17/16,17-Feb,Q1,Winter
2/18/16,18-Feb,Q1,Winter
2/19/16,19-Feb,Q1,Winter
2/22/16,22-Feb,Q1,Winter
